economy,YR1960,YR1961,YR1962,YR1963,YR1964,YR1965,YR1966,YR1967,YR1968,YR1969,YR1970,YR1971,YR1972,YR1973,YR1974,YR1975,YR1976,YR1977,YR1978,YR1979,YR1980,YR1981,YR1982,YR1983,YR1984,YR1985,YR1986,YR1987,YR1988,YR1989,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022
CHL,10.3634232121212,10.540596952689,11.1130773314423,9.62449451180382,9.54303122592555,10.7168088690232,11.2290715371257,11.1798147931211,11.0894941633352,11.1208291424566,12.790473190901,15.2631537501638,16.0812142043662,13.1522224393794,15.7453773742218,15.6852064582497,13.9808254900433,14.5737907793701,14.4298893410793,14.2961358248088,12.4480660659014,12.9831066777748,15.7788844454112,14.3498181258675,13.471165464497,12.2277472225917,12.5809214938519,10.8819933066366,10.3642538145763,10.0873312029282,9.75470888307932,9.66571146981014,9.67389284421014,10.0335428532653,9.94869640045562,9.82909968105351,11.3042387763481,11.4376438172073,11.8075864367124,12.6522045996008,12.5909258670442,12.6430976838425,12.7485938739332,12.1781884394566,11.4302095052932,10.9536305505725,10.2971154567591,10.5459552760673,11.2649291900947,12.8685277949163,12.5461769480138,12.3111909100264,12.3259315110827,12.7855842176403,13.2263259777657,13.5921177179491,14.3426676192321,14.648713196179,14.8564737573302,15.2367728337375,16.0127446689808,14.656104711095,14.4024647763914
CHN,12.4408420719679,14.2984236306094,12.6888525727069,13.5349353440679,12.6844889108103,11.787321839677,12.0892106157675,10.9060491806933,11.1267478412935,11.7392198756498,10.9617831337457,11.8443026252595,12.0098651661182,11.4792406175169,12.0489331470807,11.7039685441684,12.6718289433179,12.5392949261538,12.8990685920316,13.7794437266086,13.7500425366324,13.182561754987,13.2082189248271,13.9557469027439,15.0731319886377,14.2139488900038,13.8519825742135,13.1086297701779,12.4978745924025,13.1882621699166,13.6565211590165,14.0016336451408,14.440663059939,14.3527403254967,14.091236462716,13.3081123002838,13.1982274458326,13.7526369506075,14.9460106758313,16.3656909550125,16.8384298548927,16.4134393497045,16.0704244130831,15.3142093189432,14.6253423049689,14.7976625419608,14.8205159517614,14.6267619271383,14.4856143896368,14.7529761300641,14.5870205778917,15.2388649381639,15.7560783884109,15.8840158888905,15.8170446521726,16.2178867730211,16.3637555619797,16.324862215999,16.5358083433936,16.7705109111299,17.130133386133,15.8081384041066,16.0074079092666
CIV,7.93812644171078,8.87139590629046,9.46881139333509,9.42467992136692,10.0301526079251,10.7808338900222,10.7313199711039,10.9609603346026,11.2232063341517,12.2068379760312,13.5719638018752,15.9330601332503,15.5974715173275,15.7574518579107,16.1975639982696,16.9922112243961,16.1849187576955,13.6239602856786,16.2889836790051,18.191166924484,16.8565978181343,17.61368726166,17.3932287127274,16.8585464598613,15.1630711994765,14.0870225584823,15.1281347126892,16.2944403531153,17.1027248943555,18.2542783227454,16.7997469629584,16.3612486220463,17.4418207904825,15.4744026756448,12.0241102731615,10.6082415319079,,,,,,,,,,,,,,,,,,,,8.74234997997332,9.22728482815614,9.60440430193882,9.39765554302218,10.2644235568652,10.4313380365221,,
CMR,,,,,,13.0325805996194,14.8254428097142,13.8514941790135,13.2432429142231,13.5616915230814,11.9736022039237,12.1843877548868,12.182175638238,11.5620575790601,11.0340847214671,10.8933537772389,10.75812419566,9.82014532384022,9.77000551723146,9.23675585860929,9.70075195959193,8.85660198156896,8.83774433095354,9.49961822349344,9.58998422704882,8.99484195623199,11.3366026026578,12.1548226743059,10.7282015163495,10.7711142090104,12.7505372001011,13.2746538731139,12.8125681439644,13.6675395959631,11.4268913785231,10.8161712414968,11.5261039363355,10.849488107737,10.5576765578271,11.0648078449083,10.792113437517,11.6711671108489,11.1607519951444,11.1942263713765,10.9954329979934,10.6901540879413,9.92118237758492,10.0705740009755,11.0410915862281,11.2606686908964,11.4130574105196,12.054704648339,12.2579541224464,12.2644051897938,12.058933037832,12.2538855757043,12.1243456243326,11.6804244481323,11.920018840418,12.0963512548066,12.2819316968054,12.0481655362054,10.9570178402699
COD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.36388436066145,4.91370555302458,6.20080120842429,7.80125009751563,8.10018126407853,5.91230327589474,2.05758943003572,3.80020812665275,5.87923214957335,4.9458134683728,6.25487040312442,5.39983227705503,5.95265366132296,6.94772159243724,8.25178537494256,7.08993893028906,7.29510963096939,8.06445877216638,7.82126007576472,8.18503982019222,8.32176727716563,9.05619474106582,7.43795742156919,5.45682325997594,6.3175938945538,6.92914731918781,7.57563823668699,8.26179625751041,9.5080986183423
COG,15.0959692968987,13.6021457544234,13.7548965612759,15.26065871454,14.5582362008466,14.1975258852827,15.6826549815498,16.0958948794341,18.0064308681672,17.7068317601345,16.9736842105263,17.1364090857692,17.3913043478261,17.5496688741722,17.8140596167495,18.0048722627737,17.6927287853577,19.3616968085106,22.9450327786183,20.3921568627451,17.5915621531631,13.4391748200111,13.4929028169014,15.5405405405405,14.7835159102765,16.4503502266172,24.9526672262019,20.5775326218586,21.0470409711684,19.4936370395392,19.5538057742782,27.7403408351763,26.9317362184441,27.6610972240495,21.813998941325,15.7238492709714,12.8460413941679,20.9474072434904,24.1961568559256,15.0580970123508,11.5680697928026,14.089732949275,18.3571666112404,17.3589920267743,14.9727176480169,12.5058288454194,12.7495181020298,16.8009690515351,12.1410467649389,13.4117928518257,10.5717695005542,12.8349574887585,13.7571530354376,14.0730173988644,16.7341920981784,19.3062733654231,21.3085196233135,18.0865881855491,13.5041072317143,13.2408804491822,17.4783573617434,14.8705111402974,11.8368083611524
COL,6.37628417711344,6.781266888005,7.04725198250252,7.41422476479305,6.64865393236273,8.31239254066922,8.70027972982193,8.58539240746,8.46223558732055,8.80531290276386,9.25222945288021,10.9663472024428,9.56891368780786,9.46331633492351,8.74981388654524,8.9299643551843,8.20673718225713,7.711419509545,8.55647194517349,9.31362859043907,10.0923293205753,10.4335695513304,10.9224449785328,10.9544856697653,11.0364768406445,10.6982786344342,9.80875538969316,9.84069412928323,10.0787224110989,10.5545366813872,12.4524654899488,11.7592720369725,13.1328297032988,14.0515703261773,14.4734544198645,14.9483765869675,17.9945338654797,19.9213136419587,20.3069357941294,22.1605930735792,16.4728505593893,16.5662317191423,16.0408930267443,15.6103471699499,15.6815981180263,13.9561720687186,13.8806197000031,13.7300294511628,13.143945911691,13.8041445529473,13.7602470315774,13.3492616590983,13.4754773768318,14.0973234578689,14.2437505161207,14.8116297912742,14.5412847223026,14.8806426275244,15.4214808598175,15.7732334152149,17.171372960144,16.0469769056487,13.9508527211644
COM,,,,,,,,,,,,,,,,,,,,,11.044449896291,11.0450950256775,11.0442231998148,11.0449192002191,11.0453013481364,11.0453604281463,11.0449181379089,11.0451704489442,11.0451865664614,11.0453214361121,11.0447123193981,11.0453599458389,11.0452150066906,11.0450880394267,11.0450680911895,11.0446680566077,11.0450806186245,11.0452251856959,11.0450240295071,11.0447997825693,11.0449915791162,11.0448450335713,11.0448825257306,11.0450572412372,11.0448344790989,11.0450612819511,11.0451328112724,10.7241262205604,10.9341534764666,11.4767702579134,11.1388437944246,10.6599630526886,10.04360076507,9.3267581993678,10.2752323748629,10.5919046751925,10.6149160629911,10.823776632134,10.2296889355558,10.0948841035328,10.5607884014024,10.1497636872213,9.61494798983108
CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8589314764304,18.1390825681088,19.6270833359752,19.789478169377,19.8861881451878,18.5150511457677,18.7509657708995,19.7924331719005,20.2592347132594,19.8316445191845,17.7675351284663,18.1291233549744,19.8144671965614,25.729310475556,25.7702475752119,21.0098614145845
CRI,10.3513364550717,11.6205208977009,11.4730419289472,12.1291331732409,12.6655936294447,12.5951374522012,12.5198214961208,12.635145069269,12.4056412976309,12.4785597142758,12.564947890718,13.8713751101881,14.3869130212517,13.9445405224697,14.2936054412071,15.2214275568679,15.9917970941593,15.9817250582348,16.7868347048052,18.0520694061125,18.2205259065481,15.7374343442829,14.5550336360716,15.1005304916714,15.6447206904569,15.7513295789507,15.3909107536602,14.9900855224729,15.6199355640774,16.9714684322324,18.1598510771488,13.1929164489477,12.1100290283559,12.771781238667,13.2978782889928,12.9266885376626,13.0629276640645,12.623995050026,12.7302429987193,13.2871099206616,13.7278261786138,14.2963123765465,14.6890642516559,14.4974654373008,13.9764073002574,13.5128811924967,13.1650410561739,12.8052686651616,13.5774747358682,15.7481281177131,16.6207106447234,16.9618362197696,16.7900477035642,17.1301891404198,17.0113032498774,16.9602419138999,16.7086790790549,16.3581746476613,16.1957338928329,16.7512009792798,17.7047320691635,16.5307979779086,15.3958787283472
CSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUB,,,,,,,,,,,31.6722247153402,31.6712709914925,31.6722149425573,31.674673552041,31.67811108551,31.6648497509544,31.6665045967426,31.6769393338883,31.6869616627744,31.6952980488371,31.5985450434823,31.6747806983019,31.7291096367023,31.7370738566875,31.7369810311986,31.1147792864508,32.0559609949414,32.000752194734,31.7768973435549,31.7365145363797,31.001588232443,33.310971592638,34.7986525877134,35.3824243289626,27.2659559543373,24.3937786137389,26.553551972874,26.8348366365011,27.6731261524953,28.9247854841338,29.5962912312615,30.8878115294296,34.1045113945907,33.7331690862701,35.4796733240845,33.6483604954105,32.2340400964681,35.4097594187418,39.8807360421535,38.9610180412371,34.7593582887701,35.421075518191,31.9150681560274,32.4467257738373,32.4067243519089,32.2060119725293,31.8954469848416,30.8382030425833,30.0449666715961,32.232208810801,38.8479746031273,33.8264756164462,32.5330341848026
CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0737660531258,15.9510940411445,16.6639442645017,16.0136522596176,16.529121297581,16.1918532831074,15.8116554657296,16.0282533404287,14.1636752040442,15.6564463024547,15.7199312378092,16.0670225187566,16.1220056391969,14.478287356986,,,,
CYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01383567825568,2.11133272268875,2.35481309963543,2.56268484373785,,
CYP,,,,,,,,,,,,,,,,17.4708148698756,16.322256538978,13.9919627538337,13.0898354600023,12.7818338684251,13.665658827372,14.6118728172905,14.8404735734139,15.1227239795459,14.1094656620237,14.0669267217408,14.1108141702921,16.6104921529161,16.6591514620985,15.9820974472211,17.337715739492,18.458144047075,19.037030459033,16.871774699588,16.6570788310545,12.4154892377387,13.1499483864839,14.7896258131518,16.0644112913142,16.0601161519719,15.0863885456708,15.9360372276481,16.6093614089103,17.9116264267489,16.5771270864483,16.5136248030502,16.8987309889276,16.444547918837,17.0519321419899,18.7764788859925,18.519859944171,19.0879851586371,18.8140628329824,18.4523817131757,16.7869935337947,16.353761490954,15.2467650747464,14.8222334687494,14.5757580833179,16.0869057048717,19.3361883418183,19.001004106688,18.4753573100047
CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.8942659744113,21.5461299900788,20.555509364737,20.9144864668705,21.2028562432574,20.1961904547123,19.4541493668187,20.0541951797644,19.0015505716342,19.883061700865,19.5262183247712,19.4746980178557,20.9569592067134,21.9193738728337,20.6502843102136,20.3168309237792,19.9291338337372,19.1211993782667,19.1301207560984,20.6714428776629,20.5337013226075,19.7967517600151,19.452558529017,19.7231300196895,19.3322650138088,18.9152540613978,18.9621864076868,18.7582705684868,19.405311008932,19.5885244197615,21.7649761408523,21.4477606345162,20.2428228614476
DEU,,,,,,,,,,,16.2537211577776,17.3528336718729,17.7088878116828,18.3930442492212,19.821396153549,20.9383329200907,20.4066678735737,20.3692337191381,20.490551809109,20.4020968108013,20.8850043874871,21.4278265661199,21.1190680269202,20.8644261844023,20.6631553233093,20.5925064747555,20.475314181464,20.6925105363422,20.4434429620252,19.4810828203257,19.1003186340137,18.6769453903393,19.2211202895315,19.3518153624728,19.3140389713317,19.4241558948807,19.7125503544328,19.3548683170589,19.0981523217601,19.2467030512557,19.0445168295331,18.9489261417511,19.2315706148891,19.3256374430834,18.8173806198398,18.7759088585026,18.3277709762356,17.8550539097037,18.2555596134287,19.9916998196857,19.5632116674466,19.0699297583867,19.2768758355158,19.6309246447436,19.5890251859139,19.6917566040355,19.9012039275985,19.8404424637912,19.8828388477024,20.2511722426751,22.0243086261249,22.0277820011334,21.9489993061306
DJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6715888047721,19.0934853409627,19.9111202338378,22.2299077070923,21.7735536161827,21.3501236992407,19.8109451971862,19.5882859825106,18.1836051696186,
DMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6489636322223,16.2563394889735,14.6187485348918,16.8458917076865,16.7287918219796,17.3658493313719,18.4447374236963,19.8587780585699,20.4667084175468,21.3487763614819,19.081898934324,24.0784269168223,27.3907122065853,,,,
DNK,,,,,,,17.9186473883534,18.6396770884507,19.4821093323602,19.7674575806803,20.9620557011212,22.3673294967927,22.4329768541203,21.9603675267862,23.6472382596735,24.5963249904171,24.0945665401191,23.8012680767824,24.4629984279138,24.9107580749233,26.2675581053825,27.2726379270658,27.690954340985,26.9825265928952,25.1305683301261,24.5899253394415,23.53156222828,24.2985106623904,24.7010188689676,24.3604972332795,23.906614103196,24.2481269921423,24.1630384829775,25.3010539018846,24.4041854603846,24.0520725870819,24.1054046096333,23.6392168601487,24.1291225249093,24.3659908004743,23.8737646063848,24.3249117385811,24.8690541949282,25.0380242581172,24.9339005994338,24.4986889118824,24.2035383887553,24.337963243396,25.1008900558313,27.9349997229178,27.365847979969,26.5646659565541,26.4714555321051,26.0074876343271,25.7856520441613,25.4691994284432,24.8685063718639,24.4120831438676,24.2753514178382,24.1281269783016,24.7403912225025,24.0036752437678,21.7774371128401
DOM,13.3105353854263,13.270138122569,15.3015410751122,16.1352057966843,15.6103759370491,18.8830086701948,15.0116881796931,13.113645148821,13.4093225836345,12.6859000406339,11.5779266240323,10.1455625562556,8.94136057160109,8.2568065506653,9.96389240181837,6.1700544565459,3.84434265468809,4.12782803950208,5.72719880027036,7.63041208991053,7.45418780412051,9.16509065901366,9.42738950576965,8.52764462182504,7.51038468173193,7.0826274694621,7.29611320139252,4.00787194915103,3.54233299340954,2.9319371122591,2.92604455481045,3.21565251894247,3.84325117975448,4.48306780199719,4.89772671474673,4.83759418858443,5.18260695477951,7.07105161955105,7.32181826197706,7.8840553416465,8.72035116834374,9.5302089730322,9.97161491189806,8.63688299618643,7.58809384193007,8.08939077915312,8.78702467164024,9.17706784303049,10.0566202626498,10.7055663766325,9.92711136577918,9.32214404605185,9.88614641231318,10.448334491604,10.4712899402275,10.2887459629005,10.3026903963908,10.938643492768,10.8598569852577,11.0687972697794,12.6266153626567,11.465112312541,11.3442468568322
DZA,26.6654194665797,23.2812602858204,19.4710552766199,19.0048840354438,17.0481564280519,16.3792101637043,17.6334920294868,17.8896661150225,16.8141794728977,16.7880795086388,16.5322400338594,18.5678076061648,17.4575182943266,15.9786030527409,11.7800780046477,14.3567404666366,13.7429086264188,14.7080818802228,15.3971601093979,15.0642815897623,15.2000000162462,15.0992682724718,16.1849716595944,16.2173732771297,16.0313902477679,16.7181584306133,18.9983304224347,19.4315721200527,20.1144484587383,18.0014175378966,16.0669306193343,14.7187690708191,16.0179356226305,17.3241859122684,17.8746231496666,16.7637898364963,15.7743188040564,16.5383785645998,17.7919085156143,16.7872347521677,13.5839456347184,14.7750746194862,15.4871226126096,14.8033945373864,13.772647357336,11.4504222701344,11.2315770752829,11.6434969911961,13.2067139792954,16.1452865537556,17.2267562429721,20.6680857265145,20.3180344139318,19.1357736663663,19.531018716671,21.5603458354929,20.8898615357956,18.9504118842715,17.2579498369579,18.3432356757495,18.7915721793158,17.4212950591731,15.483516801017
ECU,8.86943259917402,9.50732327271953,9.28521531012741,8.84538437111648,9.21130458910258,9.43361509935018,9.1516363314382,7.48205982513521,7.19744682466835,8.23599379555884,9.69333117101902,8.51251407606524,9.22724731979676,10.8068865700572,16.0378502677948,20.9388984508353,20.1909070041417,20.9127959640183,19.7792072645085,18.8371761298458,18.2915482917391,15.8728599847562,17.3340009939609,15.3875223901456,16.1990825114964,14.7619893828051,15.6142860138724,15.2809072436712,16.2754500932496,13.6809114264663,12.3019782138532,11.3385886406281,9.93883890969136,10.6039500354161,10.9567918572233,11.2136981674703,10.8754339888743,11.2693127590151,11.0929970945984,11.7675327023318,9.35039744574381,9.44893487596453,9.83244039315638,10.7139124156126,10.8843542248601,10.7178449173195,10.6018937976299,10.9281551321086,11.8304343718496,13.7257167286477,13.1996528750973,12.7290497491166,13.3372906659601,14.005388161856,14.2961560267027,14.4295226342217,14.6056939315471,14.5712569114199,14.7163578426316,14.4147442397168,16.3567400042727,15.2801956139085,14.7565191865802
EGY,15.5720917531404,16.3493483260925,15.1381486246401,17.4787146388355,19.6239316239316,19.0377400132421,19.7071933914039,19.2677923307559,22.1504529342261,23.9219179098939,22.2982258870565,24.3327309891282,25.7457396235857,24.3807855891919,25.1536504648911,25.3288357893943,23.4376398293709,20.6677304230259,18.8396896558783,16.2044964485033,15.6695152898698,17.3393078439871,15.9605450659067,15.7894736842105,15.506329113924,15.2815013404826,14.7392290249433,14.368932038835,13.9610397727273,12.5974022077922,11.3778705636743,11.1111111111111,10.4241552839684,10.3092783505155,10.2857142857143,10.5392156862745,10.3748910200523,11.320045129748,11.3082811412665,11.6059817945384,11.2025874742723,11.318650683022,12.5890736342043,12.6706586826347,12.7549969091284,12.7390900649954,12.2875182127246,11.3319011815252,10.8877721943049,11.3509882939935,11.163600198906,11.4506600539713,11.1781214545889,11.3523973339067,11.849765258216,11.7598919759401,11.4268841809995,9.57903662572827,7.94222279370794,7.2855611150822,7.5399018301206,7.55804355330102,7.26809053235575
ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7679608542553,31.173873947519,30.1722032242306,43.9137134052388,38.7333847479926,29.9231587849458,52.3324361222187,62.1334122674263,54.7967675739453,42.6496702897897,39.6566674494096,46.6010876716847,36.6109537793928,35.2340523764362,25.9198801238168,25.6346449489988,26.3608426886223,20.1117340589011,31.8062662651194,26.6169943369009,,,,,,,,,,,
ESP,,,,,,,,,,,9.86998944029872,10.0423518599429,9.92546377308753,9.91207122320972,10.319524168761,10.8984852068968,11.7729071755388,11.9872130263924,12.428535268528,12.9518406337111,13.6052597974238,14.5411119837736,14.7157703200447,15.1549259099092,14.9173538729385,15.1859529627281,14.9907645685104,15.4871441195961,15.3351163375974,15.8351501377267,16.2488727076589,16.920940599879,17.8057219015309,18.3451838901599,17.7618715610293,17.6137893301606,17.4872190072424,17.0066324133203,16.8577661948981,16.7905217693458,16.6978209495702,16.5446730566496,16.6243302666126,16.7766052655852,17.1689140681632,17.3316209399401,17.3603314528557,17.7056341053184,18.8230989210854,20.6396944608879,20.6329023062173,20.6717097699394,19.9773252746571,19.9064934352396,19.6718406210295,19.5175365367705,19.1007878537715,18.6634402645352,18.7144009389804,18.8619468443926,22.0146379388924,21.2317044236638,20.3682178171493
EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5714517349853,22.6162441541643,20.4062670429621,20.6976037907385,21.9265522595976,19.5619806388734,18.6297859660467,18.1765606743555,17.8468775423338,17.3746062243779,16.855386497897,15.8349921475017,15.8999627713209,18.4374184622228,20.5342808474697,19.5625320574722,18.3658570690526,18.1951546608909,18.6447901895553,18.730894194828,19.5768849385707,19.7244562810863,19.2571004968025,19.1291737338201,19.5393075206039,20.7516138186437,19.8053974580881,19.377157408093
ETH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3182460672537,8.30218871752089,8.9554736783348,9.24959184376664,9.01378857603043,11.1344515039567,11.1092075124974,10.2504816780532,9.19304684825909,9.12947548364366,8.83582452665546,7.36110763750057
FCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIN,,,,,,,,,,,14.28253946491,14.9730718261571,15.0993036499681,14.8069882846734,15.037288352246,16.9148435138433,17.893541615225,18.3765765776877,18.061880662949,17.5974346556645,17.7080547880084,18.3439724695931,18.4589865196365,18.7887418328028,18.9468761690984,19.7046956820328,19.9304547557144,20.314253647587,19.6082009306205,19.4164697116112,20.8698424564914,23.9139690905534,24.2704819419216,23.3012087553087,22.3958390726069,21.8946919806391,22.159419296063,21.3118304800238,20.5745638062985,20.2598569132339,19.7373242843113,19.9256022346987,20.6275339089207,21.0966793850371,21.1844442484788,21.4115261071001,21.3207863641359,20.7668705097503,21.5648727254009,24.0675224350333,23.6862386588924,23.361347084314,24.0970567606958,24.5363912666833,24.5073635673789,24.3844170589209,23.6711444570105,22.7873495919152,22.9013715294138,23.1883030793219,24.2511699812635,24.5820430968863,24.0607493160118
FJI,,,,,,,,,,,,,,,,,,,,,15.9307699572258,16.3894886363636,18.3004311119095,20.2756942500705,19.1996393005567,19.173807353388,17.2785113224328,17.4105924105924,16.5910808767952,17.3227861702728,17.495505050505,17.5004407443683,18.0074678707885,18.4949058473736,16.3542329130972,16.111083041611,15.8710498125335,16.8180010604454,17.4333992997412,15.9329855011667,17.296979536993,17.5013290802764,16.9560011972463,16.7660276987985,15.7443907012422,15.9376587301587,18.5725069005013,17.1785628940644,15.6259263252601,16.9148978730373,14.9772142235141,17.3220253746017,18.7285126744332,18.9384729257688,19.9996230561584,20.1527986654744,18.9410512192669,19.2805276055555,20.3918840213059,21.2424352975768,23.6332493026489,25.0745888381324,21.4369426878517
FRA,14.7585087756758,15.1275233874938,15.439496713879,15.8102642881776,15.8377499823334,15.8645416241396,15.938231956149,16.1527723490982,16.583233520674,16.7470587188295,16.9978838167672,17.360477060032,17.4033625796392,17.6004902643528,18.0271101601009,19.5776594481846,19.877701641894,20.1625125893477,20.5478233930743,20.4593053916275,21.046107532594,21.7529927350804,22.2014406413772,22.3551602430086,22.5305856894333,22.5840681334954,22.3060265456742,22.1460005630953,21.6972271309912,21.1371538659802,21.168890584749,21.655025854054,22.2592205187876,23.4090318084193,23.1862574341006,23.1766607320363,23.4696941384658,23.4009423125566,22.6152011693207,22.6309940264054,22.3258723712198,22.1419191262515,22.7211494436744,23.143427286765,23.0446960978721,23.0670392801425,22.7591793094828,22.4331396546751,22.5625633664261,24.0808047006283,23.9892566941431,23.744527827615,23.9504999032939,24.1116877142286,24.1258928301466,23.8078776145908,23.7323807174966,23.6439608887527,23.2715949606187,22.9835475778777,24.8445961570985,24.4098399835659,24.0091288973632
FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.1664933064963,25.8967840345748,25.6272027453163,25.5232118632659,26.6229573337307,28.9439374185137,29.3945728331978,30.2729081777694,27.6729979081067,28.2472963739604,31.3856479986135,33.4774025298768,32.8826767930945,32.5959294114149,31.7514847611935,30.400105900652,28.8624746251865,28.2577813709072,27.6578555512139,27.5661940336433,28.4050499632477,27.6094430648189,29.7003861148598,28.8710084509004,27.3758758142141
FSM,,,,,,,,,,,,,,,,,,,,,,,,58.3098591549296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAB,9.77962571722125,10.2714050298011,10.2019806860606,14.0838659082193,11.5281060529803,11.3513513513514,11.9205284636637,13.622755988024,13.9917657087063,14.0266225295611,19.664800074905,18.744053282588,17.6958525345622,15.5803910614525,9.2547726661286,12.2188581314879,10.5687665136977,18.0962039988409,13.6869473293769,12.0849968973007,13.2271621322716,14.2448785135779,15.7120026915636,17.2018881064768,18.2752859529623,20.4131956014662,25.7826418936116,24.5564229825832,19.7881096001011,14.1744664919506,13.4024435394298,14.2702307635279,15.4953183900126,15.3023176817956,11.987643363252,11.7566055268261,11.2413828618511,10.8005532147567,15.4669187145558,11.7798676419366,9.56008536112189,15.998165819885,16.4641462545454,16.2000468191077,15.0071555267903,12.5353209029089,13.3398030396994,13.674128951407,12.4304841794361,16.1236287283484,13.4869443832076,12.7937160493487,14.0308076101756,14.4562195996819,14.8494691273466,14.816398045437,14.6412017071143,13.2317051644466,10.5658037085265,10.9934292922959,13.1712998403101,11.3654434098069,10.4833104913975
GBR,17.6384465685337,17.6641220961642,17.9834641761726,17.2834216399806,16.8788857253018,17.6790031897927,18.0311228595007,18.8489990234375,18.2801652561247,17.7498856306798,17.7216598409579,18.0635441998028,18.4203250360008,18.236829783444,20.1248154406178,22.3998737119534,22.142158362302,20.7519513844685,20.2413112358204,19.8359770952227,21.2738988963253,21.7147919802293,21.5846377716119,21.3590722629342,21.0614176269506,20.2757729160055,20.2482928802786,19.5419576063952,18.7633168579028,18.3407039921484,18.5427637723272,19.3976855267097,19.8755904012378,19.1850113178115,18.8330325176195,17.0415979432878,16.601226602842,16.0427100759908,16.0397435756199,16.4530389705995,16.6408964053665,17.2634986279976,18.1387381141628,18.8381622049472,19.4000319059576,19.5974402841396,19.7937824974627,19.6826827273981,20.3799573293173,21.9893181956118,21.529660508544,20.8962522329618,20.7376372383973,20.1291035337587,19.8662130861835,19.5485300693835,19.21828438301,18.6593209449109,18.5412934232339,19.0961094864142,22.6023243966605,22.2722594095913,20.9500552636094
GEO,,,,,,,,,,,,,,,,,,,,,13.2743362831858,12.1951219512195,12.3076923076923,12.1212121212121,12.1428571428571,12.8571428571429,13.1386861313869,13.3802816901408,13.6986301369863,11.8055555555556,10.0,9.375,9.38337801608579,5.86147381517238,9.8304333370276,10.9069080773874,7.6986170350265,10.1697073481306,11.0831325541108,10.6328770264787,8.53875163409509,9.64388672460294,9.78918991416309,8.11877488586074,11.4349113931781,14.3835675377983,12.0080638728345,16.4966046440467,19.3998395797619,18.522739908818,15.2711075264875,13.7255825454203,13.6168477961458,14.018067295956,14.2716231846806,14.2908501547075,15.3083491461101,13.8532344167059,13.2075767835442,13.1113119571411,14.7127284230369,13.9974607773269,12.4832853548372
GHA,10.0115074798619,10.8602150537634,10.3343465045593,11.3636363636364,11.7313915857605,14.4611186903138,13.0434782608696,14.9601063829787,16.7647058823529,14.2428785607196,12.8375387339531,12.96,12.6110124333925,10.9111682376464,12.2103004291845,13.0229036532273,12.2433343548881,12.6220550031354,11.2980081959402,10.2863014669407,11.1640063474284,8.79024040977061,6.48112803784803,5.86128951629555,7.25936110525907,9.39839322776987,11.0670267289541,10.6343163538874,9.70798975642982,9.84480819410477,9.31152842761133,9.48314108708897,12.1075681220176,14.4493685596963,13.7233429394813,12.0734806558561,12.0437087144029,12.355633653124,10.3241616558742,10.8433463882059,10.1716158733082,9.72236391765846,9.87277025091073,11.5332032401368,12.1728118810468,15.3081652628808,8.68200958159154,8.52494036113545,8.73165976762738,7.57424395572255,7.06949942103097,13.7885981215538,11.7643463119471,8.78317284558237,8.26779326496016,7.68049089441912,7.88693121419433,6.95705205922429,7.10478048996711,7.0432037272921,7.83341015600264,8.00565308777829,6.69738398870355
GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
