country,date,life_expectancy,fertility_rate,GDP,GDP_per_capita,GDP_PPP,GNI,GNI_per_capita,GNI_PPP,political_stability,interest_rates,income_tax,education_pct_government_expenditure,government_effectiveness,labour_participation,migration,rural_living_pct_popoluation,health_pct_government_expenditure,government_expenditure_pct_GDP,R&D_expenditure_pct_GDP,current_account_pct_GDP,inflation,forest_area,global_carbon_budget,environmental_occupational_risks,greenhouse_gas_emissions,renewable_electricity_capacity,trade_transport_quality,literacy_rate,alcohol_use_disorders,income_inequality,wealth_inequality,child_mortality,body_mass_index,hours_to_file_taxes,drug_use,mental_health,pedestrian_road_injuries,pollution,bullying_victimisation,forest_depletion_pct_GNI,unsafe_water,unemployment
United Kingdom,2030,0.7967029507053054,0.3608865034160118,0.24926187981155712,0.6233510172679821,0.31518147463564405,0.2417105274678768,0.7422147734854807,0.30369645048461713,0.5564748414442322,0.09664753292419448,0.47994723797544814,0.7769225339837789,0.8260699621743246,0.5909856804876972,0.4564412114310543,0.2582721528309271,0.9731726004484438,0.5866845370917197,0.6255849809495766,0.4388337193858538,0.46899499449377036,0.31310198834570535,0.5172082093041688,0.32011400821524916,0.4505541911486075,0.5283394172158689,0.8740128803861538,0.7268898531455527,1.0337510958649627,0.22710941267570028,0.3371298978898798,0.3126156646380882,0.37358595562787933,0.37913842251753493,0.22198557483541492,0.8162879068196487,0.20895735565692464,0.2005257509786489,0.38413480749177564,0.4059259739328236,0.38333107219420226,0.4253884685733369
United Kingdom,2035,0.8038903286285706,0.372955400760854,0.24280202049102328,0.5818994690458936,0.3237537078763637,0.23361388031880947,0.7118023956482791,0.3101821763341768,0.5428825930351442,0.04096062607735007,0.48310290113382925,0.8245406905501582,0.8042113911744195,0.6039496932677908,0.46396917966493145,0.25811675047625354,0.9942953509329842,0.5911578370525821,0.6244817004945065,0.42890699222256146,0.48730979148854825,0.3173415278676839,0.48825892236976287,0.3162089954198106,0.43686748436116574,0.544145957352784,0.8627464029570922,0.7300043054086841,1.0656833943410167,0.20603754476562663,0.3560763323428482,0.31704291807534646,0.3426918609429688,0.39954994496048,0.1630682990816723,0.8278307344983915,0.20251890407915152,0.16063276689968475,0.37614781105295014,0.40592689375190705,0.38830822982737523,0.4321872764692021
United Kingdom,2040,0.8110777065518353,0.38502429810569616,0.236342161170489,0.5404479208238016,0.3323259411170838,0.2255172331697417,0.6813900178110774,0.3166679021837364,0.5292903446260562,-0.014726280769494338,0.48625856429221037,0.8721588471165411,0.7823528201745145,0.6169137060478853,0.4714971478988086,0.25796134812158,1.0154181014175245,0.5956311370134446,0.6233784200394364,0.41898026505927,0.5056245884833261,0.3215810673896624,0.45930963543535874,0.3123039826243721,0.42318077757372397,0.5599524974896992,0.8514799255280296,0.7331187576718156,1.0976156928170706,0.18496567685555299,0.3750227667958166,0.3214701715126047,0.3117977662580582,0.4199614674034269,0.10415102332792969,0.8393735621771343,0.1960804525013784,0.12073978282071707,0.36816081461412464,0.40592781357099045,0.39328538746054864,0.4389860843650677
United Kingdom,2045,0.8182650844751,0.39709319545053745,0.22988230184995473,0.4989963726017095,0.34089817435780345,0.21742058602067393,0.650977639973874,0.32315362803329606,0.5156980962169673,-0.07041318761633875,0.4894142274505917,0.9197770036829205,0.7604942491746094,0.6298777188279798,0.4790251161326857,0.2578059457669065,1.036540851902065,0.6001044369743069,0.6222751395843664,0.40905353789597765,0.523939385478104,0.3258206069116407,0.43036034850095284,0.30839896982893356,0.4094940707862822,0.5757590376266144,0.8402134480989671,0.736233209934947,1.1295479912931263,0.16389380894547934,0.39396920124878587,0.32589742494986296,0.28090367157314766,0.44037298984637196,0.04523374757419063,0.8509163898558771,0.18964200092360528,0.08084679874175293,0.36017381817529914,0.4059287333900739,0.3982625450937216,0.4457848922609329
United Kingdom,2050,0.8254524623983648,0.40916209279537963,0.22342244252942045,0.45754482437962096,0.34947040759852355,0.2093239388716066,0.6205652621366724,0.3296393538828557,0.5021058478078793,-0.1261000944631867,0.4925698906089728,0.9673951602493034,0.7386356781747043,0.6428417316080743,0.48655308436656286,0.257650543412233,1.0576636023866053,0.6045777369351695,0.6211718591292963,0.3991268107326862,0.5422541824728819,0.33006014643361925,0.4014110615665487,0.304493957033495,0.3958073639988404,0.5915655777635296,0.8289469706699046,0.7393476621980785,1.1614802897691803,0.1428219410354057,0.41291563570175427,0.3303246783871212,0.2500095768882371,0.4607845122893188,-0.013683528179551985,0.86245921753462,0.18320354934583216,0.0409538146627888,0.35218682173647364,0.4059296532091573,0.403239702726895,0.4525837001567985
United States,2019 QR:0,0.699472674770369,0.3258729975995722,1.0,0.8546810714162651,1.0,1.0,0.9899786570747624,1.0,0.6164036629016421,0.37723047941985577,0.4729568798359587,0.6153079487062136,0.8725468748978091,0.5282201206987853,1.0,0.27230284731224397,0.9795224120118178,0.4192413727076767,0.9178231066683651,0.5318814652684214,0.40904881202985033,0.5180872168839208,0.948186244097128,0.3241285645095222,0.7880490469294128,0.7306074294826648,0.8998454958382904,0.5743370400823489,0.7438494477497761,0.5528384587640165,0.8588873745006573,0.32517394912614117,0.6419153961091357,0.4195910682635988,1.0,0.8341092794827318,0.31360997298724147,0.2241751111594006,0.8259798270532224,0.4047360965649013,0.37260735014564217,0.42053155795995734
United States,2019 QR:1,0.6990732673390494,0.3256192719885229,1.0,0.8537308082452482,1.0,1.0,0.9899707028264769,1.0,0.6166428645304023,0.3764523533364379,0.47271340717721366,0.6131797417030427,0.8719219127113442,0.5271183098378867,1.0,0.272539736736531,0.9815654482532032,0.4185156965270709,0.9183813487977099,0.5333712452076043,0.409482499321558,0.5183597509243032,0.9474352409056142,0.3240535629429767,0.7881648542586921,0.7304558821824381,0.8984098172436479,0.5739406841508794,0.7439535152281066,0.5537215535876845,0.8614133898585941,0.3255731017317385,0.6420432040274775,0.4200732835412633,1.0,0.8317136027626013,0.31409333760789826,0.22117530787350148,0.826039318577322,0.40471329921420285,0.3728551186793605,0.4208665327933869
United States,2019 QR:2,0.6986738599077293,0.3253655463774736,1.0,0.8527805450742321,1.0,1.0,0.9899627485781916,1.0,0.6168820661591625,0.3756742272530209,0.47246993451846886,0.6110515346998682,0.8712969505248784,0.526016498976988,1.0,0.2727766261608182,0.9836084844945923,0.41779002034646595,0.9189395909270539,0.5348610251467889,0.4099161866132657,0.5186322849646856,0.9466842377141003,0.3239785613764311,0.7882806615879714,0.7303043348822111,0.8969741386490071,0.5735443282194099,0.7440575827064371,0.5546046484113525,0.8639394052165343,0.32597225433733623,0.6421710119458193,0.4205554988189282,1.0,0.8293179260424672,0.3145767022285546,0.21817550458760238,0.8260988101014217,0.4046905018635043,0.3731028872130784,0.4212015076268161
United States,2019 QR:3,0.6982744524764093,0.32511182076642386,1.0,0.851830281903216,1.0,1.0,0.9899547943299061,1.0,0.6171212677879225,0.37489610116960304,0.47222646185972383,0.6089233276966937,0.8706719883384135,0.5249146881160911,1.0,0.27301351558510545,0.9856515207359777,0.417064344165861,0.9194978330563979,0.5363508050859718,0.4103498739049738,0.518904819005068,0.9459332345225864,0.3239035598098856,0.7883964689172508,0.7301527875819842,0.8955384600543645,0.5731479722879405,0.7441616501847675,0.5554877432350214,0.8664654205744746,0.32637140694293354,0.642298819864161,0.4210377140965931,1.0,0.8269222493223367,0.3150600668492114,0.21517570130170327,0.8261583016255212,0.4046677045128058,0.37335065574679627,0.42153648246024567
United States,2020 QR:0,0.6978750450450897,0.32485809515537456,1.0,0.850880018732199,1.0,1.0,0.9899468400816206,1.0,0.6173604694166828,0.37411797508618516,0.47198298920097903,0.6067951206935192,0.8700470261519477,0.5238128772551924,1.0,0.27325040500939246,0.9876945569773632,0.4163386679852561,0.9200560751857427,0.5378405850251564,0.41078356119668147,0.5191773530454504,0.9451822313310725,0.32382855824334,0.7885122762465301,0.7300012402817575,0.894102781459722,0.5727516163564714,0.744265717663098,0.5563708380586894,0.8689914359324113,0.3267705595485313,0.6424266277825028,0.42151992937425753,1.0,0.8245265726022026,0.31554343146986774,0.21217589801580417,0.8262177931496208,0.4046449071621073,0.3735984242805146,0.4218714572936748
United States,2020 QR:1,0.6974756376137696,0.32460436954432526,1.0,0.8499297555611829,1.0,1.0,0.9899388858333352,1.0,0.617599671045443,0.3733398490027682,0.471739516542234,0.6046669136903446,0.8694220639654828,0.5227110663942938,1.0,0.2734872944336797,0.9897375932187522,0.41561299180465117,0.9206143173150867,0.5393303649643393,0.4112172484883896,0.5194498870858328,0.9444312281395586,0.3237535566767945,0.7886280835758094,0.7298496929815306,0.8926671028650812,0.572355260425002,0.7443697851414285,0.5572539328823574,0.8715174512903516,0.3271697121541286,0.6425544357008446,0.42200214465192243,1.0,0.8221308958820721,0.31602679609052453,0.20917609472990506,0.8262772846737204,0.4046221098114088,0.3738461928142325,0.42220643212710396
United States,2020 QR:2,0.69707623018245,0.32435064393327595,1.0,0.8489794923901668,1.0,1.0,0.9899309315850497,1.0,0.617838872674203,0.3725617229193503,0.471496043883489,0.6025387066871737,0.868797101779017,0.5216092555333969,1.0,0.2737241838579667,0.9917806294601377,0.41488731562404535,0.9211725594444307,0.5408201449035221,0.41165093578009726,0.5197224211262153,0.9436802249480447,0.3236785551102489,0.7887438909050888,0.7296981456813039,0.8912314242704387,0.5719589044935325,0.744473852619759,0.5581370277060254,0.8740434666482884,0.32756886475972635,0.6426822436191864,0.4224843599295873,1.0,0.819735219161938,0.3165101607111809,0.20617629144400595,0.82633677619782,0.40459931246071035,0.37409396134795037,0.42254140696053355
United States,2020 QR:3,0.69667682275113,0.32409691832222665,1.0,0.8480292292191507,1.0,1.0,0.9899229773367643,1.0,0.6180780743029632,0.37178359683593243,0.4712525712247442,0.6004104996839992,0.8681721395925521,0.5205074446724982,1.0,0.27396107328225394,0.9938236657015231,0.4141616394434404,0.9217308015737746,0.5423099248427068,0.4120846230718054,0.5199949551665977,0.9429292217565317,0.3236035535437034,0.7888596982343681,0.7295465983810769,0.8897957456757961,0.571562548562063,0.7445779200980894,0.5590201225296934,0.8765694820062286,0.3279680173653241,0.6428100515375281,0.4229665752072522,1.0,0.8173395424418075,0.31699352533183767,0.2031764881581033,0.8263962677219197,0.4045765151100118,0.3743417298816687,0.4228763817939627
United States,2021 QR:0,0.6962774153198099,0.3238431927111769,1.0,0.8470789660481337,1.0,1.0,0.9899150230884789,1.0,0.6183172759317235,0.37100547075251544,0.47100909856599915,0.5982822926808247,0.8675471774060863,0.5194056338115995,1.0,0.2741979627065412,0.9958667019429122,0.4134359632628355,0.9222890437031195,0.5437997047818897,0.41251831036351305,0.5202674892069801,0.9421782185650178,0.3235285519771578,0.7889755055636474,0.7293950510808502,0.8883600670811536,0.5711661926305935,0.7446819875764199,0.5599032173533613,0.8790954973641654,0.3283671699709214,0.6429378594558699,0.4234487904849167,1.0,0.8149438657216734,0.317476889952494,0.2001766848722042,0.8264557592460192,0.40455371775931337,0.3745894984153866,0.42321135662739184
