country,year,life_expectancy,pollution,income_inequality,wealth_inequality,GDP,GDP_per_capita,GDP_PPP,global_carbon_budget,greenhouse_gas_emissions,child_mortality,renewable_electricity_capacity,GNI,GNI_per_capita,GNI_PPP,inflation,current_account_pct_GDP,R&D_expenditure_pct_GDP,government_expenditure_pct_GDP,education_pct_government_expenditure,health_pct_government_expenditure,government_effectiveness,income_tax,hours_to_file_taxes,rural_living_pct_popoluation,interest_rates,migration,labour_participation,political_stability,trade_transport_quality,forest_area,forest_depletion_pct_GNI,fertility_rate,mental_health,pedestrian_road_injuries,body_mass_index,unsafe_water,bullying_victimisation,environmental_occupational_risks,alcohol_use_disorders,drug_use,literacy_rate,unemployment
Canada,2000,0.7921673300435594,0.30481743784768833,0.4517644538118683,0.3270325505305136,0.1905030278035162,0.7375067884026193,0.20910319721374546,0.8880991750618948,0.9929876349497838,0.2837433825065213,0.6716843525241492,0.19034914086745444,0.7305287513934404,0.20734482366249798,0.44914269677714946,0.6195818493753031,0.7278163562876256,0.5542472091648071,0.6451824934222181,0.8081823520581223,0.9644101550373217,0.4599627285087928,,0.2502701998527956,0.42996156624654275,0.37599768022805785,0.6071169063498859,0.7913669547856008,,0.5542663450756967,0.3900812694082839,0.24626347648180869,0.5191488478272756,0.2500870824200178,0.460565872276177,0.35188123676224153,0.39155219465923974,0.3152599082957391,0.5913943298335403,0.6061777136703593,0.731011478489385,0.42996506276416824
Canada,2001,0.7916942037484113,0.3046225448782808,0.4072580257630566,0.3226715907174864,0.18506395145071208,0.7561021909824971,0.21022172961323293,0.8722457873071082,1.0,0.2862755727567873,0.664434515227261,0.18485595587697276,0.7254375961376068,0.2077422161223875,0.4439251210877765,0.6207044276175591,0.7678970475211624,0.558668364045775,0.560332780231931,0.8406229895820577,,0.4612867579647753,,0.24933255047649708,0.37710683927951494,0.3490581806084019,0.612524691730654,,,0.554720432093592,0.39279469031889364,0.254523948540306,0.5190136042099479,0.25301786981253027,0.4586056667367209,0.3541937431630204,0.3951341420626694,0.3148238829261654,0.590573694971285,0.590569237458506,,0.44700837422044104
Canada,2002,0.7898139069953367,0.3044501149144873,0.3809531524524141,0.3211181847041168,0.18283695193565475,0.7572973491274682,0.21072335280173238,0.8865526816334647,1.0,0.28742333424841215,0.6681466464085302,0.18367989450570582,0.7325131068582479,0.20867565702472288,0.4143973468783696,0.606500034987761,0.7440294356985918,0.5559455812699093,0.5713506917426832,0.8337980780045384,0.9672001128237108,0.4620600461468741,,0.2509532013614072,0.38195113603771813,0.3767390608236465,0.639548428697036,0.8048551674099058,,0.5551389631907535,0.4007685336726184,0.2588709389485664,0.5215123839689857,0.2560416501792371,0.4569132725150606,0.35580012402901334,0.3960121570412516,0.3142639529334554,0.591130857796447,0.5740023911750989,,0.4594581010238466
Canada,2003,0.7874481055756606,0.30770616672908374,0.3920943043090191,0.3193355633186847,0.1912989805147993,0.7866813196764955,0.21169750204835366,0.86231537013086,1.0,0.2889175937363195,0.6651570433997053,0.19228287270660668,0.740883794316717,0.21025371714302352,0.41891577112013056,0.5751607013873146,0.7372285203914778,0.5785779121775142,,0.8411823542499615,0.9837253049981866,0.4597601966892324,,0.252638812042687,0.3224022433527974,0.36855564709064736,0.6588929034560047,0.7643770609215904,,0.5556005655840529,0.40918125348405954,0.26506477492517005,0.5211658570798572,0.2601460312742667,0.4534097108272677,0.3575063749648798,0.3961850935614174,0.31322911707869633,0.5922727021909571,0.5599300932161376,,0.4557291611451025
Canada,2004,0.7884171807820295,0.310692368613938,0.41727662794657383,0.32617604360062075,0.1972043157460056,0.7865694659200662,0.21186168745110018,0.8579252893351363,1.0,0.28963350474090255,0.6590034973816365,0.19818322446920497,0.7741422075577258,0.2106367846026341,0.3711001569383478,0.5991806526714888,0.7463498848530981,0.5801033481811001,,0.876985546275523,0.9832585280925981,0.46151101069345224,,0.25448839632388043,0.36982575111887594,0.3704974706204657,0.6581374787285441,0.722537720624242,,0.5560369022756028,0.40824250166502946,0.2664482997362326,0.5180977943328622,0.2617550440540671,0.4488770592735973,0.3577310674971847,0.39780432459552206,0.31190716999099954,0.5935339234805063,0.5513009400964571,,0.44687649015730585
Canada,2005,0.7868015492256265,0.3082421757641444,0.41384411923618153,0.3310762001196789,0.2015960069987231,0.8124114237812444,0.2138918281672081,0.8766886297264732,1.0,0.29200756070032735,0.6542628755374759,0.20228262421865992,0.8235648103256811,0.21225740565556447,0.3298173291208011,0.5808963587445335,0.7137242688022662,0.5902737766975844,0.5405547146582788,0.8660111557917728,0.9801589866462902,0.46461290419494183,0.3098250109609039,0.2565448057925741,0.39114948424481844,0.38550787811115306,0.6504999938362713,0.7119537623126835,,0.5564882933226067,0.4069506205063617,0.27069010425028944,0.5150067935224625,0.2623547735966448,0.44480511785326315,0.35950608704783454,0.4004934835157367,0.31086813130376556,0.5941059046562238,0.5485509259679079,,0.43797594571139825
Canada,2006,0.7925658310875043,0.30396606269792725,0.4261553485813032,0.32818247863991507,0.20576583436211937,0.8092202167941797,0.2159185419721549,0.8439235253398916,1.0,0.29243707360011506,0.6493592053641202,0.20568903981356762,0.8586009480646223,0.21366476419260189,0.3352100210709841,0.530259858619269,0.6887661514667397,0.5749567177946181,,0.8674952505960024,0.9815323512135565,0.46429622931741665,0.31269535140515814,0.25848471969279446,0.47091904942171775,0.44483136066632284,0.6466810213293769,0.763773372682846,,0.5561790554323872,0.4064094501133564,0.27820897940457817,0.5237312543047189,0.26379387378254493,0.4392086236323154,0.3603625325602574,0.4084535613269555,0.31038472034034964,0.5938183493555521,0.5448097376836525,,0.434592067832881
Canada,2007,0.789312307235679,0.29263951549807865,0.42666282441887343,0.3247393819177587,0.2122429905000992,0.7891968365946997,0.2189234603121774,0.8719779605615695,1.0,0.29478401901186646,0.6434436861519113,0.21335913189849298,0.9041881701668698,0.2181742474965903,0.31043746128536226,0.5270506571092491,0.673535509514508,0.5615710398034971,0.5677300134002831,0.8917723527991066,0.946652401254626,0.4645826870597319,0.3207422426221796,0.259488377856119,0.42987214527127954,0.4862009120150996,0.6565816637645009,0.7564070213841028,0.9213326874629414,0.5564945514601649,0.40975717962687946,0.28711999536234056,0.5481483571726397,0.2680300657220314,0.4372626861438514,0.36172778211476,0.42354662776354945,0.3098424632429942,0.5930979084664699,0.5521725804589442,,0.4366345477025012
Canada,2008,0.7887299632123557,0.2773258292075774,0.4223137803441718,0.32791870080618035,0.21772368341836912,0.7795723954270931,0.2223940711688837,0.8649672135879277,1.0,0.29574091987298007,0.6362841254329048,0.21931365935398928,0.9292332108072086,0.22239167685367073,0.20597063824662643,0.526403800749721,0.6670445664629944,0.5687100946625754,0.5188473116666187,0.8891000945404863,0.9535756126327519,0.46233804842653725,0.2977658212580515,0.2605649810354886,0.4478105482576293,0.4670649094289834,0.6600086778698089,0.7640588439010672,,0.5568248754278123,0.4111146577296353,0.2871573744993644,0.5782423642411908,0.2674010976618008,0.43399431953228623,0.36203751627436376,0.44130184556516966,0.30792357201183485,0.5920501510185058,0.5575209942080139,,0.4454651825902539
Canada,2009,0.7965546712378815,0.26381393494095684,0.39561770164393484,0.316772684502201,0.20919412653776906,0.7777217928381405,0.22556405808270324,0.9348625252555662,1.0,0.29640210097466846,0.6285188383019591,0.21079568092265724,0.9248900407733293,0.22520923935615575,0.3214311857746627,0.49596313324047625,0.6945542567238628,0.5878686741001943,0.5160691167236717,0.8999345961054551,0.9425093875936718,0.46208302491437653,0.30037216429109864,0.2616769894242705,0.37643936094633323,0.4659799657545574,0.6514505421042329,0.786660501722643,,0.5571578948247207,0.4114330781311184,0.28669673634414883,0.6025166249283735,0.26665380355341867,0.42930821283038884,0.3628185908359455,0.45742193722871477,0.30549170875543075,0.5911909456759518,0.558845707422299,,0.5113110518309629
