country,year,life_expectancy,pollution,income_inequality,wealth_inequality,GDP,GDP_per_capita,GDP_PPP,global_carbon_budget,greenhouse_gas_emissions,child_mortality,renewable_electricity_capacity
France,2000,0.7869289240185332,0.47207319594808916,0.26117292861546215,0.30955735061304746,0.13322081637638025,0.5722949090112888,0.1550638631130264,0.39806823733416874,0.3512505837116542,0.03465608825470325,0.14686572320230346
France,2001,0.7838418045700756,0.4746062502913059,0.24704402227586747,0.28723626316851986,0.13018961273739219,0.6045555970808053,0.15942675427827593,0.4052043269315637,0.24909824435252603,0.035722126031244736,0.14340290588252202
France,2002,0.7845282748754532,0.47265325908113826,0.1954645808130484,0.2521045299905994,0.1373770578777388,0.639202685589948,0.16130553142803253,0.3940521425219382,0.2408425269424905,0.03486935331877438,0.14218273108018076
France,2003,0.7794294764000941,0.4679064776630719,0.21793383201437783,0.23617209408347073,0.16100502978460973,0.706931573767946,0.15307482074732384,0.3910685607787085,0.23907244519719617,0.034616799335182497,0.1378470988889251
France,2004,0.7964794118069182,0.4514644440789534,0.23119618600779446,0.22201100027642168,0.17349592064905398,0.7082002486159775,0.14915409493068327,0.4000863437972986,0.2395762467959255,0.03439761914284075,0.13353191445075405
France,2005,0.7922576389939648,0.4492526501438002,0.19612975852961947,0.2039874798794769,0.16848774222386403,0.6845598444658537,0.1477759805428996,0.40164833740955547,0.23751918940770708,0.03406544180739911,0.13029257139450995
France,2006,0.7981104367249431,0.4509569965280137,0.1906811900343977,0.21034245741033986,0.16796508393301599,0.6406891237860448,0.14950951444363056,0.4032929257917877,0.23559206649158052,0.03460415320997125,0.12844864006988171
France,2007,0.8034077075617384,0.4572592291790816,0.19790176595949682,0.22601923122045042,0.18381577570078655,0.6328909601510786,0.15092999475674035,0.40881450100954647,0.22507213666808443,0.035067057078638,0.1271331765730601
France,2008,0.7972783839002208,0.46844607499033286,0.21665810401205446,0.2254800764507313,0.19839756065938502,0.6485212983176113,0.15296403018738425,0.41039415372340005,0.22842540358957725,0.036352970090137916,0.1258638482122873
France,2009,0.7994665546079216,0.4804378484075187,0.17984190812174106,0.24533563221217758,0.1865503006958699,0.6783540940178222,0.15498880581225952,0.4332778190834269,0.22795317638244245,0.036904194456945275,0.12490519216906368
France,2010,0.7995019514948434,0.4840984367661132,0.18588525061434713,0.2923809836379841,0.1757720866415737,0.6429064804971454,0.1551308569496279,0.42032898735768887,0.22735849289330007,0.03743562698092283,0.12598060926232788
France,2011,0.8085065315377363,0.48054617206676176,0.21196968474750066,0.26218028455143083,0.18366714595300193,0.6328728398964949,0.15682808019224093,0.3990809957788678,0.26315712553902376,0.03761343014636877,0.12846213551637464
France,2012,0.8072734781266414,0.4657295476142711,0.17828273951015197,0.24716667254858474,0.16510866876060795,0.6037926704998582,0.15220918950428033,0.37329100068522947,0.2669991204591279,0.03922884581885097,0.12723624736990546
France,2013,0.8113628948168927,0.44258420712375207,0.1809405913255162,0.2593910994840337,0.16694442902759107,0.5956432390794054,0.15487103763427293,0.3660240995029314,0.26548900625340316,0.04161722548123372,0.12261681633773594
France,2014,0.8217566572934355,0.41152720731671455,0.1802462355454459,0.27785159180454294,0.1627267125989245,0.5896252639233721,0.15167693618143246,0.3631827829688796,0.24242881431593688,0.04196118883917294,0.11806774405211169
France,2015,0.8140083497355454,0.3924015384488544,0.15594352856318242,0.2846629371457498,0.13397703308496411,0.5575541019837349,0.1493185565032176,0.35369213164193314,0.24771086832300643,0.04461789553007031,0.1142344727044553
France,2016,0.8166740728721391,0.3601343568826313,0.15399748584416895,0.2803391513643183,0.13227866715994677,0.555358166939716,0.15320082389177417,0.36561665518558195,0.24227494881886538,0.04515599949216641,0.11002518551278873
France,2017,0.8187167125638549,0.349904194381365,0.1378089399221717,0.2842004126777283,0.13323952372383838,0.5601324807167668,0.15315281384781987,0.37206024018694545,0.24571395799401216,0.04471198944171965,0.1077835610473638
France,2018,0.8183982385825506,0.3443535790548245,0.087287474625914,0.29480505794340434,0.13592505180003123,0.5641951828936365,0.1522121050662416,0.3681217753989781,0.24030678557522825,0.04544852986957184,0.10512901208122344
France,2019,0.8179296725260231,0.34373737760687706,,0.29383714817311224,0.12763076070604867,0.5549874893643001,0.15916760652890705,0.36372303047357774,0.23559268486116153,0.04623829546346423,0.10310099389892277
France,2020,82.19999694824219,,,0.728175699710846,,,,5.820819854736328,,,55964.296875
France,2021,82.5,,,0.7318743467330933,,,,,,,60394.48046875
France,2022,83.19999694824219,,,,,,,,,,65381.48046875
France,2023,83.4000015258789,,,,,,,,,,
Germany,2000,0.7633556972411542,0.4364990976628005,0.2253275628819576,0.3387799149524304,0.19002944816243905,0.6049310067011817,0.21817552708034485,0.6003872616466581,0.47602463987140353,0.03465608825470325,0.07228791266052428
Germany,2001,0.7629024062525243,0.43346753081655537,0.21658368773319195,0.3430694774755445,0.1838786511874228,0.6363054620352051,0.22080988030023474,0.6136228634191084,0.388375929193055,0.03506060189300479,0.08834212418351801
Germany,2002,0.7607425270680963,0.4312933457846517,0.19925180209255172,0.35281109053428567,0.19017870215383,0.6631250323028086,0.22022847605434598,0.5779337572170714,0.37763921194966793,0.03486935331877438,0.10737607570809382
Germany,2003,0.7553731810186011,0.4271620107319465,0.18593107979212758,0.3589990511076595,0.21836102164437687,0.7232146473201274,0.2154744366923001,0.5889183354593857,0.3736144564391374,0.0360297285453169,0.12222350593561665
Germany,2004,0.7642306927384153,0.4184981276518327,0.21918105111808997,0.38391443552301374,0.23036010184563507,0.7146855539516798,0.2116333690464506,0.5741813422905148,0.3720667259129722,0.03586134840592189,0.1355325597233945
Germany,2005,0.7649778145379036,0.41491926358448195,0.25078563794782865,0.40792483706827987,0.21833121567031652,0.6796781617370904,0.2010890916004492,0.5699972099726146,0.3617016769743087,0.03633647141163006,0.14911406001293673
Germany,2006,0.7676146826927358,0.41784905833080055,0.25890289923929477,0.4132967616197122,0.21676267923289752,0.6386454567696922,0.20367034703779494,0.573374408791577,0.3731823887849039,0.03617707011727088,0.16133986080072504
Germany,2007,0.7667595806824878,0.4253388044580073,0.29052806028522177,0.42649370660673175,0.23666745073191045,0.6341467221091616,0.20627129191058857,0.584218721095281,0.35321547714710105,0.03751359600111084,0.16969132116848018
Germany,2008,0.763085135939498,0.43685690980297565,0.3095468892479809,0.4428671785696952,0.2535748221943196,0.6498997971911026,0.2101548787699187,0.5955210904048982,0.36695998224637405,0.036352970090137916,0.17406928782093925
Germany,2009,0.7616116264724789,0.44252381906009364,0.3148416712854213,0.4226630244193684,0.23561582491879848,0.6769336718188491,0.20826901359936534,0.6398833468338211,0.3600410692035277,0.036904194456945275,0.201406824078432
Germany,2010,0.7614503980870828,0.4370107606598675,0.29741067338829635,0.4003357952230551,0.2259070936509211,0.6570744116071136,0.21166038158843498,0.6565827540328212,0.3704388138274037,0.03654430335120089,0.22460150239586113
Germany,2011,0.76620262492581,0.4230741773002211,0.3152790017437234,0.37959279971902593,0.2403448932884085,0.6741453886153113,0.2189153976267699,0.6040079800469265,0.4211696250999837,0.03855376498924185,0.2474083300641969
Germany,2012,0.7670864130154073,0.40276167536084895,0.30714312875969285,0.36657577318000956,0.2170019204459512,0.6478906593087935,0.21454649104186022,0.5520460934386413,0.43161539551303024,0.038248122700505406,0.2663893340098211
Germany,2013,0.7641595322303497,0.3821478299432298,0.3483337145696349,0.35147672350023634,0.22168036039612818,0.6473211506150954,0.21543184443546254,0.56381703801968,0.43769947118646674,0.03958711581443055,0.2639463135306295
Germany,2014,0.7709774046672287,0.352628872463967,0.3527688004902352,0.35973475952300116,0.2215921555441963,0.6574655485980261,0.21692110497633982,0.5858094182668919,0.415981138661422,0.03986312830299105,0.2614848092469945
Germany,2015,0.7619429123575688,0.33422405619543083,0.34555280231824453,0.3613486024711167,0.184421723292354,0.6252513521337644,0.21361513952130237,0.5797716971306102,0.4216124460514013,0.042441411634745414,0.25978880780446983
Germany,2016,0.7637318528243393,0.3191598883873443,0.34609326837578047,0.3615237727117965,0.18560218729221642,0.6313825998599738,0.22279459508272972,0.599960866633518,0.41421235000838263,0.04515599949216641,0.25501799921098955
Germany,2017,0.7649038417126921,0.309158514653224,0.33213613834656214,0.3601898809114454,0.1894945514358422,0.6449378207730438,0.22522213949303685,0.6056482741664483,0.4078579208915791,0.04353535924798005,0.2524615377347231
Germany,2018,0.7707731629359804,0.3081836959864954,,0.3705601605577367,0.19356315499576246,0.6508302695984052,0.22286278432958173,0.5903776089544601,0.3984705351454889,0.04299185129312074,0.2463466572714733
Germany,2019,0.780152033909452,0.3080836475549812,,0.3621967949271809,0.18185446792891066,0.6413131487727861,0.223064197056944,0.5715238127730303,0.3732490240033875,0.04238510417484221,0.24045836245803728
Germany,2020,81.0999984741211,,,0.7451542019844055,,,,9.23438549041748,,,131686.0
Germany,2021,80.5999984741211,,,0.7476309537887573,,,,,,,138566.5
Germany,2022,81.0,,,,,,,,,,148377.5
Germany,2023,82.19999694824219,,,,,,,,,,
Italy,2000,0.8026443419259924,0.5941177935266282,0.40080174335291513,0.027412632188298446,0.1118605708023601,0.5141159092545351,0.15041120956344464,0.4520506460743548,0.36301246799516096,0.03529786702927685,0.10961814630226539
Italy,2001,0.8021640027545902,0.5852387488964139,0.3887552133867364,0.15525614981389274,0.11037905665620985,0.552086025566108,0.15096509961157678,0.4544050001306291,0.2789925406172889,0.035722126031244736,0.10898954494615377
Italy,2002,0.8030281889289861,0.5671035653475546,0.3369293373586215,0.2886510501921152,0.11682277818029012,0.5888846632206917,0.1500286950162956,0.46027946310544693,0.28046947348099155,0.03486935331877438,0.10952517615319496
Italy,2003,0.8008126914623348,0.555738069385876,0.35247429418875303,0.27000482397782033,0.13770607850190844,0.656786695021651,0.1460709859595518,0.4607183671918498,0.2858654642580469,0.033910332624684694,0.10819980050344344
Italy,2004,0.8152910108235892,0.5297304556683431,0.3634533277838738,0.25696745842248114,0.1478689040328263,0.6562340677761018,0.1395477572939917,0.46571279344193467,0.2939179318748817,0.03439761914284075,0.10605022538411989
Italy,2005,0.8113534328617904,0.5110975428204049,0.3204652452072167,0.2414278107947568,0.1425100667379405,0.6311412167972231,0.13395438522730604,0.46718798221786645,0.29153849469819254,0.03406544180739911,0.10604435983378979
Italy,2006,0.817516979482273,0.5006867014169394,0.324829047285766,0.2250624271320932,0.1411124787334399,0.5890322398540793,0.13657465023930157,0.488399104117715,0.2898298666560053,0.03381769592823523,0.1033252768905832
Italy,2007,0.8175031078877977,0.48808945926444863,0.32289575406954685,0.23190887149833875,0.15289952943787016,0.5767426454022901,0.13785938404524548,0.4861735666449557,0.2777340520301169,0.03425154248420175,0.10345916085411092
Italy,2008,0.8143750078805821,0.47992216703599344,0.30661360616461886,0.2542252501635959,0.16307911445273415,0.5833919956622988,0.14148531002878448,0.4833488756236527,0.2770463634199497,0.03466213339308208,0.10482957045489852
Italy,2009,0.8169382991530834,0.4688006884350095,0.3109346754925373,0.31458292607529903,0.15194909085898356,0.6050377643712549,0.14124070062905272,0.5055728548745543,0.2598296014688362,0.03602552397088419,0.10989441761214379
Italy,2010,0.8199911120589597,0.4545387113235308,0.3248879480610449,0.383719370871093,0.14194331863734186,0.5695622183483511,0.13848105629516763,0.5252166816679282,0.2619942250583105,0.034761653435403064,0.11720601920023278
Italy,2011,0.8205931643945059,0.4476571506413115,0.3523264289262218,0.4147501333776139,0.14711758297927036,0.5578626806170961,0.139308194747756,0.4842460063408769,0.3045664310863162,0.03573275765820372,0.1498070430081459
Italy,2012,0.8227300053466716,0.43938999187637634,0.3625183991262751,0.4750422511517378,0.12839677755630077,0.5178226146049717,0.13365248533329074,0.43030268860556686,0.29405441472319077,0.036286682309367733,0.15925759156837424
Italy,2013,0.8333910346551258,0.42645273204545875,0.37502182971334924,0.43954807423780956,0.12716854515208845,0.4971777173466272,0.12986717170832118,0.4040160839947942,0.27006453124802143,0.03654195585187206,0.15394889070054735
Italy,2014,0.8344515309836311,0.4110044389767317,0.365045821805407,0.4407491929264539,0.12318665684532062,0.4869086253156359,0.12536581124613114,0.41622265587940227,0.2564174306044977,0.036716039061894266,0.14337507736029528
Italy,2015,0.823770727860986,0.4009125161800958,,0.39474204016971826,0.10088078758058523,0.4600388013554559,0.1230868167777685,0.4027234342984627,0.2676817238662986,0.03808844708730763,0.1338549666766825
Italy,2016,0.8365273738340118,0.36978727488102453,,0.38079166488537236,0.10040441607956903,0.4639265975789175,0.1294815197634649,0.39838867898375424,0.27545056466145257,0.038382599400122244,0.12501223439277556
Italy,2017,0.8254432251952469,0.35373613996660813,,0.3858519034766125,0.10072199514646124,0.46806512154831176,0.12923657209796993,0.41400296783375484,0.27493536109181616,0.03765220126601291,0.11696703908553541
Italy,2018,0.8388089111351427,0.3534535415373365,,0.38839340392471866,0.1018811955024528,0.4700353618703052,0.12664093579858154,0.4167268228646778,0.27545736835377527,0.038078497800952925,0.11013821812817115
Italy,2019,0.8488387448555843,0.3552402421297966,,0.387693672089442,0.09406970886797285,0.46150283842623535,0.12794450035248692,0.40965574785988207,0.27139997987207964,0.038531912886220196,0.10453876893135798
Italy,2020,82.4000015258789,,,0.7528010606765747,,,,6.534755229949951,,,55492.52734375
Italy,2021,82.9000015258789,,,0.7528077363967896,,,,,,,56855.71875
Italy,2022,84.0999984741211,,,,,,,,,,59891.015625
Italy,2023,84.19999694824219,,,,,,,,,,
Japan,2000,0.8445521896233439,0.21148732451697624,0.43712945850003243,0.3211851719026149,0.4846731399134675,1.0,0.3376467438801202,0.5516419158937189,0.4055738239371669,0.028238292858360832,0.14651672807066835
Japan,2001,0.8440429990844992,0.20873053278467887,0.43968488118027094,0.32534214606201717,0.41341325047996014,0.9265502833087769,0.33574607942251783,0.5501952199618281,0.3007698544265527,0.027783873830593546,0.17576075962999707
Japan,2002,0.8479568684837582,0.20410845730443658,0.43444064596903326,0.3312794325122183,0.3827250595461176,0.8637558877781674,0.33378127253030115,0.5401668046338813,0.3050194459235179,0.02803222549672766,0.1749777114778057
Japan,2003,0.8462524058334655,0.20207428806374725,0.4566341202917169,0.33545443461389624,0.3944997081999143,0.8443460825738084,0.3276688559394895,0.5369771781281509,0.30255719988484175,0.027552144862788078,0.1715237436239326
Japan,2004,0.8448521828630946,0.19943890684792598,0.4939480116538651,0.3445487253043359,0.40051065137101877,0.8025332696399037,0.32241085902172945,0.5336069528766029,0.3038656098101724,0.027810840730663748,0.16939323035808673
Japan,2005,0.8386332573178517,0.19879815325842076,0.481164319317203,0.34641901953861626,0.37053399157900113,0.7445080485494768,0.31523718737821727,0.5329025506369778,0.3023914340639378,0.02800936436682666,0.16781825631927416
Japan,2006,0.8452404306957608,0.19506476676435552,0.48371772328463514,0.34015717716254545,0.33307760852652196,0.6322800982890893,0.31126597939063544,0.5299718538655012,0.30305065158823763,0.028312490268427883,0.1663615327608263
Japan,2007,0.8485129455893803,0.1916160228935174,0.4849779156540285,0.33593068412373817,0.31640721235362035,0.544887162551701,0.30965946070500683,0.5432245971167745,0.30486592480605235,0.028542952475237783,0.15766391530701707
Japan,2008,0.8428694536463073,0.18865721990123413,0.4750644007294658,0.338082564446728,0.34575007044138995,0.5681662637624578,0.3058436677954958,0.5461154866181633,0.29809815690881,0.028744208732699165,0.1513440279838293
Japan,2009,0.8518813439184859,0.18550485566264477,0.4399632555528169,0.3338800662016045,0.36534535236671356,0.6713855273433411,0.29669911139706245,0.5818114301100787,0.2963071144622142,0.028996154845106332,0.14560084293948444
Japan,2010,0.843407486973751,0.18623256630590254,0.45037868633704203,0.3328205136007444,0.38268890796065663,0.7107452308327217,0.30071180660399666,0.5897856070391784,0.31014669175968707,0.02852238271464158,0.14318171999051385
Japan,2011,0.835701686003212,0.1916313244871684,0.4560956808568013,0.32594168904173504,0.3995676798463746,0.7037951378902716,0.2967616129672993,0.5974569739322949,0.40578621786057295,0.030090742996127462,0.13731472400049266
Japan,2012,0.8505515656644154,0.1997223668984807,0.4529790223439936,0.33155419405751885,0.38589723837032974,0.7260323285919444,0.29528861136826856,0.6084781857100069,0.4244174881976363,0.029421635094832414,0.13292623073784202
Japan,2013,0.8554194145820764,0.2105038903805753,0.4580296448707817,0.3230936288491703,0.30946203622178325,0.5718180498926154,0.2981377513799994,0.5962608470267237,0.4273560220963303,0.029436573530609703,0.14520891459051125
Japan,2014,0.8598410362294465,0.21759546985841674,0.45250125970323857,0.3228528693550062,0.2790202064423586,0.5267431977306009,0.28685239369272036,0.6007438448604054,0.41427583520898137,0.029372831874785846,0.16241441741692922
Japan,2015,0.8693280786670613,0.2195551607291555,0.45411230380890993,0.3255354657686546,0.24414619291046866,0.5318115629196956,0.28561514300409585,0.5696723575663726,0.4074814394783634,0.029382517992432057,0.17917014224779051
Japan,2016,0.872925134338848,0.2222427752514855,0.4582280455796523,0.32609173906965444,0.2676463204648723,0.590016075262853,0.27594917373887645,0.5691786907966353,0.4039947423613017,0.030480300414198747,0.186116951437609
Japan,2017,0.8758928397307136,0.2197300091800744,0.45403023390795266,0.32745996645545944,0.25315768183943904,0.5608980338069743,0.27017323175878794,0.5757473875484618,0.40382651974704414,0.030592413090306164,0.18889963245910968
Japan,2018,0.8762287802733081,0.21903825752457898,0.39679212477808634,0.3308804329625783,0.24550074851146747,0.5396668784941479,0.26026620760707947,0.560898262925327,0.3975605768927076,0.030708465732334014,0.18917319155685713
Japan,2019,0.8763135340416406,0.21873441277094505,0.22670273790354378,0.33022493519249435,0.2393713843807371,0.5539055861456109,0.25035801927130297,0.5600457213759289,0.388609528495041,0.030825528395075415,0.19086146999034964
Japan,2020,84.69999694824219,,0.5364195704460144,0.7382587790489197,,,,9.478567123413086,,,106858.0
Japan,2021,84.80000305175781,,0.5364195704460144,0.738273024559021,,,,,,,111855.5
Japan,2022,84.80000305175781,,,,,,,,,,117528.0
Japan,2023,84.9000015258789,,,,,,,,,,
United Kingdom,2000,0.7581172912161279,0.40304669166482926,0.3425124628352801,0.27454226648047414,0.16252631147551808,0.7222393361182182,0.15248021292720737,0.5736995191876424,0.48984020075310597,0.041715658600316036,0.01771303361088356
United Kingdom,2001,0.7550500070741886,0.38883438202225046,0.33626910798326975,0.25818074576375494,0.15580950257655718,0.7510337739572969,0.1558332817588362,0.5701525730764152,0.38208840658850696,0.041675811731633164,0.019068552921891715
United Kingdom,2002,0.7528138772543305,0.3786094214730851,0.3112068412597723,0.26607160692848786,0.16339673493235662,0.7915889885356824,0.15803123475249964,0.5688343418509597,0.36591981242234867,0.0417064831784441,0.019064129118448157
United Kingdom,2003,0.7500274282348901,0.3685776249616149,0.3451982196617019,0.23474313643375513,0.17952385036960622,0.8227260779287462,0.15801469792108033,0.5641676124504224,0.36418012945220923,0.04309438301771132,0.020595377454614136
United Kingdom,2004,0.758856008742524,0.3560132535412948,0.3371756025577964,0.21102661265924175,0.19833093475390992,0.8463968554675521,0.15748601037151413,0.5638448892937077,0.3638488840777027,0.04317998817795136,0.021839879187867377
United Kingdom,2005,0.7595217247695653,0.3426599240749334,0.3396628947918746,0.21448972243021186,0.19516636937847107,0.8295447269638889,0.1516934648177577,0.548969986844129,0.3565617400031439,0.043906569340378176,0.025772070661069922
United Kingdom,2006,0.7620700770552971,0.3386966365087881,0.3465580631248364,0.21769559051281606,0.19615367597996605,0.7824146246885747,0.15305385468688448,0.5548298463768896,0.35976739637228017,0.04561456452958593,0.027098879777710565
United Kingdom,2007,0.7611215065835603,0.33091417860611105,0.33424202011083753,0.19761906266951385,0.21368992545769613,0.7681358273438965,0.1505976461870051,0.5603377533925216,0.3407636820800082,0.04566872493254764,0.028789614866716065
United Kingdom,2008,0.7602355174466305,0.3251331875923046,0.32546888709368527,0.185021690049857,0.1984909901538964,0.6758339525297746,0.1538745681116072,0.5438034213602212,0.3391960593711779,0.04649798523338958,0.031938508919392844
United Kingdom,2009,0.7703472765825993,0.31323702843750584,0.37271260689295466,0.25538926942043066,0.16698127277334743,0.630932603609004,0.15095567966399065,0.5406331452420216,0.32107885731438796,0.04656957765955098,0.03412746284970901
United Kingdom,2010,0.770231594508905,0.30119463840729316,0.26396770199982256,0.2437699547878939,0.1655527530640998,0.6273716914763654,0.15256375654648266,0.5648162846604935,0.3232630554079306,0.04545754761748214,0.036696100095219085
United Kingdom,2011,0.7782894883203239,0.28761520646266664,0.29526915387561736,0.28339365017601204,0.17092624846006876,0.6083963982298994,0.15109659283431603,0.48549209598008547,0.3556875025336894,0.04701678698235624,0.04520951374780715
United Kingdom,2012,0.7794516819610091,0.2720073990049849,0.3194174819076958,0.27583510364033603,0.16650335860889312,0.6276474305418294,0.15022711242897516,0.49028352498550015,0.36965530895391596,0.047074613228955134,0.05311970244905019
United Kingdom,2013,0.7767471436045047,0.2587672954665536,0.3617307957348702,0.2950717635382149,0.16542680163206236,0.6074766813389335,0.15220037092478514,0.4785500025105669,0.3540785370886772,0.04770755145654573,0.06263391885974127
United Kingdom,2014,0.7804983783339434,0.24317746267632556,0.3039333973355475,0.3255409755352003,0.17464982833683482,0.6495760357723196,0.15196619200608197,0.48881477354617187,0.3260502873873138,0.04720633549009947,0.07170748657678443
United Kingdom,2015,0.7717052904830095,0.2340378511183847,0.27122413592718936,0.2771922715202317,0.1612026036861621,0.6856086988266353,0.15235619533399278,0.48245867300264694,0.31715262230840335,0.048970860077508095,0.08148092045580846
United Kingdom,2016,0.7736583770810664,0.23390009894152322,0.2727203291158135,0.2912874276426487,0.14440458277103166,0.6165474373816293,0.15531592327658209,0.4750112110479716,0.2958299022273034,0.04967159843206782,0.09305421198344095
United Kingdom,2017,0.7749936106597802,0.23402139869975788,0.26360390664383915,0.3060268153081648,0.13777492131704297,0.5867321302907592,0.1563653884162304,0.46156443613877524,0.28726469177315883,0.050595147423686794,0.08956924631175266
United Kingdom,2018,0.7673714274331788,0.23596272656199152,,0.28926539449171745,0.14017163170502428,0.5879324285989763,0.15278165232345087,0.44610449087415377,0.28517967102222325,0.051590220819598014,0.09059263776999969
United Kingdom,2019,0.7835863170529569,0.2330524190418515,,0.2868272726652053,0.13362616524388346,0.585853918940651,0.15407506148941458,0.43408997661586485,0.27690528251886826,0.05266027839263328,0.08908835380744447
United Kingdom,2020,80.4000015258789,,,0.7268646955490112,,,,6.9291815757751465,,,47260.91015625
United Kingdom,2021,80.69999694824219,,,0.7279220819473267,,,,,,,48895.50390625
United Kingdom,2022,82.19999694824219,,,,,,,,,,52418.015625
United Kingdom,2023,82.30000305175781,,,,,,,,,,
United States,2000,0.7293056584137225,0.41371292722084835,0.5150443118831994,0.6534982946680897,1.0,0.9275095612880128,1.0,1.0,0.9664471942160664,0.05326768801855045,0.5628547179928839
United States,2001,0.7236408097504584,0.4042393109410666,0.47569835734735166,0.650095605673428,1.0,1.0,1.0,1.0,0.7332325850843225,0.054906227465918535,0.5599264420740352
United States,2002,0.7210996812671483,0.39250131477542977,0.4400747641791864,0.6569629369032253,1.0,1.0,1.0,1.0,0.7000832640504193,0.05606445099345532,0.5559404872329146
United States,2003,0.7206251761422892,0.37729039651678636,0.45558533515395044,0.6687075450193755,1.0,0.942250357286294,1.0,1.0,0.6913329171836781,0.05793015235670616,0.5412635782726827
United States,2004,0.7239199476760756,0.36002478991441117,0.488650497559499,0.6872758971189027,1.0,0.8743158406788344,1.0,1.0,0.702941978663114,0.05928100352846763,0.5209393142673029
